order_id,order_date,customer_id,campaign_phase,customer_type,acquisition_channel,primary_product,footwear_revenue,adjacent_product_revenue,total_order_revenue,units,email_opt_in,sms_opt_in,returned
ORD0003667,2026-02-15,C002540,Pre-campaign,Existing,SMS,Speedcross,141.71,0.0,141.71,1,True,False,False
ORD0003668,2026-02-15,C001418,Pre-campaign,Existing,Paid Social,Genesis,147.17,0.0,147.17,1,True,False,False
ORD0003669,2026-02-15,C002995,Pre-campaign,Existing,Email,Speedcross,139.03,0.0,139.03,1,True,False,False
ORD0003670,2026-02-15,C003509,Pre-campaign,Existing,Email,Sense Ride,133.29,0.0,133.29,1,False,False,False
ORD0003671,2026-02-15,C004406,Pre-campaign,New,Affiliate,Genesis,154.12,0.0,154.12,1,False,False,False
ORD0003672,2026-02-15,C003660,Pre-campaign,Existing,Paid Search,Genesis,148.49,0.0,148.49,1,False,False,False
ORD0003673,2026-02-15,C001132,Pre-campaign,Existing,Email,Genesis,167.3,0.0,167.3,1,False,True,False
ORD0003674,2026-02-15,C002901,Pre-campaign,Existing,Email,Genesis,151.99,0.0,151.99,1,False,True,False
ORD0003675,2026-02-15,C000680,Pre-campaign,Existing,Direct,Trail Apparel,0.0,79.97,79.97,1,False,False,False
ORD0003676,2026-02-15,C004407,Pre-campaign,New,Email,Genesis,0.0,0.0,0.0,1,True,True,True
ORD0003677,2026-02-15,C001761,Pre-campaign,Existing,Organic,Speedcross,146.09,0.0,146.09,1,False,False,False
ORD0003678,2026-02-15,C001978,Pre-campaign,Existing,Organic,Trail Apparel,0.0,32.5,32.5,1,True,False,False
ORD0003679,2026-02-15,C003419,Pre-campaign,Existing,Email,Sense Ride,135.12,0.0,135.12,1,True,False,False
ORD0003680,2026-02-15,C001492,Pre-campaign,Existing,SMS,Sense Ride,135.36,0.0,135.36,1,False,False,False
ORD0003681,2026-02-15,C004408,Pre-campaign,New,Organic,Genesis,162.06,57.65,219.71,2,True,False,False
ORD0003682,2026-02-15,C004409,Pre-campaign,New,Paid Social,Sense Ride,129.19,0.0,129.19,1,True,False,False
ORD0003683,2026-02-15,C004166,Pre-campaign,Existing,Affiliate,Trail Accessories,0.0,62.01,62.01,1,False,True,False
ORD0003684,2026-02-16,C003244,Pre-campaign,Existing,Direct,Genesis,0.0,0.0,0.0,1,True,False,True
ORD0003685,2026-02-16,C000242,Pre-campaign,Existing,SMS,Trail Accessories,0.0,17.09,17.09,1,True,False,False
ORD0003686,2026-02-16,C001875,Pre-campaign,Existing,Paid Social,Genesis,173.9,0.0,173.9,1,False,True,False
ORD0003687,2026-02-16,C004171,Pre-campaign,Existing,Direct,Genesis,164.89,23.18,188.07,2,False,False,False
ORD0003688,2026-02-16,C000437,Pre-campaign,Existing,SMS,Speedcross,159.9,0.0,159.9,1,False,False,False
ORD0003689,2026-02-16,C002130,Pre-campaign,Existing,Email,Sense Ride,131.92,0.0,131.92,1,False,False,False
ORD0003690,2026-02-16,C004410,Pre-campaign,New,Direct,Speedcross,147.01,0.0,147.01,1,True,False,False
ORD0003691,2026-02-16,C000697,Pre-campaign,Existing,Paid Social,Sense Ride,143.04,0.0,143.04,1,False,False,False
ORD0003692,2026-02-16,C004411,Pre-campaign,New,Direct,Genesis,155.24,0.0,155.24,1,True,False,False
ORD0003693,2026-02-16,C001142,Pre-campaign,Existing,Direct,Genesis,147.94,0.0,147.94,1,True,True,False
ORD0003694,2026-02-16,C001384,Pre-campaign,Existing,Direct,Trail Accessories,0.0,37.44,37.44,1,False,False,False
ORD0003695,2026-02-16,C000024,Pre-campaign,Existing,Paid Social,Sense Ride,134.11,61.97,196.08,2,False,False,False
ORD0003696,2026-02-16,C004412,Pre-campaign,New,Paid Search,Speedcross,143.0,0.0,143.0,1,False,True,False
ORD0003697,2026-02-16,C000881,Pre-campaign,Existing,Email,Genesis,148.84,0.0,148.84,1,True,False,False
ORD0003698,2026-02-16,C004413,Pre-campaign,New,Email,Genesis,160.58,41.03,201.61,2,True,False,False
ORD0003699,2026-02-16,C003350,Pre-campaign,Existing,Email,Sense Ride,134.67,0.0,134.67,1,True,False,False
ORD0003700,2026-02-16,C002646,Pre-campaign,Existing,Organic,Sense Ride,130.01,0.0,130.01,1,False,False,False
ORD0003701,2026-02-16,C003317,Pre-campaign,Existing,Organic,Speedcross,154.81,0.0,154.81,1,True,True,False
ORD0003702,2026-02-16,C001610,Pre-campaign,Existing,Direct,Speedcross,154.62,0.0,154.62,1,True,False,False
ORD0003703,2026-02-16,C000887,Pre-campaign,Existing,Direct,Trail Apparel,0.0,53.14,53.14,1,True,True,False
ORD0003704,2026-02-16,C003550,Pre-campaign,Existing,Direct,Genesis,170.64,0.0,170.64,1,False,False,False
ORD0003705,2026-02-16,C000478,Pre-campaign,Existing,Organic,Genesis,169.15,0.0,169.15,1,False,True,False
ORD0003706,2026-02-16,C000510,Pre-campaign,Existing,Affiliate,Genesis,166.18,0.0,166.18,1,True,True,False
ORD0003707,2026-02-16,C004414,Pre-campaign,New,Email,Genesis,151.71,0.0,151.71,1,True,False,False
ORD0003708,2026-02-16,C003052,Pre-campaign,Existing,Email,Trail Apparel,0.0,79.62,79.62,1,False,False,False
ORD0003709,2026-02-16,C002475,Pre-campaign,Existing,Organic,Sense Ride,0.0,50.39,50.39,2,False,False,True
ORD0003710,2026-02-16,C003198,Pre-campaign,Existing,Email,Speedcross,175.84,0.0,175.84,1,False,True,False
ORD0003711,2026-02-16,C000243,Pre-campaign,Existing,Email,Sense Ride,135.72,57.45,193.18,2,True,False,False
ORD0003712,2026-02-16,C002374,Pre-campaign,Existing,Organic,Speedcross,0.0,0.0,0.0,1,False,False,True
ORD0003713,2026-02-16,C004407,Pre-campaign,Existing,Paid Social,Trail Apparel,0.0,39.41,39.41,1,False,True,False
ORD0003714,2026-02-16,C004415,Pre-campaign,New,Paid Social,Trail Apparel,0.0,56.31,56.31,1,True,False,False
ORD0003715,2026-02-16,C003803,Pre-campaign,Existing,Paid Social,Trail Accessories,0.0,31.75,31.75,1,False,False,False
ORD0003716,2026-02-16,C002665,Pre-campaign,Existing,Affiliate,Sense Ride,157.83,0.0,157.83,1,True,True,False
ORD0003717,2026-02-16,C004416,Pre-campaign,New,Paid Search,Trail Apparel,0.0,73.98,73.98,1,True,True,False
ORD0003718,2026-02-16,C004408,Pre-campaign,Existing,SMS,Sense Ride,128.3,0.0,128.3,1,False,False,False
ORD0003719,2026-02-16,C000722,Pre-campaign,Existing,Organic,Sense Ride,114.01,66.28,180.3,2,True,False,False
ORD0003720,2026-02-16,C002835,Pre-campaign,Existing,Email,Sense Ride,140.67,0.0,140.67,1,False,True,False
ORD0003721,2026-02-16,C001806,Pre-campaign,Existing,Paid Social,Speedcross,144.02,0.0,144.02,1,False,False,False
ORD0003722,2026-02-16,C001480,Pre-campaign,Existing,SMS,Speedcross,152.23,0.0,152.23,1,True,False,False
ORD0003723,2026-02-16,C001740,Pre-campaign,Existing,SMS,Sense Ride,138.9,0.0,138.9,1,False,True,False
ORD0003724,2026-02-16,C002974,Pre-campaign,Existing,Paid Social,Speedcross,136.23,0.0,136.23,1,True,False,False
ORD0003725,2026-02-16,C001175,Pre-campaign,Existing,Affiliate,Trail Apparel,0.0,95.25,95.25,1,False,False,False
ORD0003726,2026-02-16,C004417,Pre-campaign,New,Paid Search,Genesis,160.55,0.0,160.55,1,True,True,False
ORD0003727,2026-02-16,C003544,Pre-campaign,Existing,Paid Social,Sense Ride,130.76,96.65,227.41,2,False,False,False
ORD0003728,2026-02-16,C001118,Pre-campaign,Existing,SMS,Sense Ride,136.86,0.0,136.86,1,False,False,False
ORD0003729,2026-02-16,C000210,Pre-campaign,Existing,SMS,Genesis,170.61,0.0,170.61,1,True,False,False
ORD0003730,2026-02-16,C004418,Pre-campaign,New,Direct,Trail Apparel,0.0,62.47,62.47,1,True,False,False
ORD0003731,2026-02-16,C001019,Pre-campaign,Existing,Email,Speedcross,137.62,38.31,175.93,2,False,False,False
ORD0003732,2026-02-16,C002374,Pre-campaign,Existing,Affiliate,Genesis,177.67,0.0,177.67,1,True,False,False
ORD0003733,2026-02-16,C002652,Pre-campaign,Existing,Paid Search,Sense Ride,140.07,0.0,140.07,1,True,False,False
ORD0003734,2026-02-16,C001010,Pre-campaign,Existing,Organic,Trail Apparel,0.0,85.66,85.66,1,False,False,False
ORD0003735,2026-02-16,C000463,Pre-campaign,Existing,Email,Genesis,180.7,0.0,180.7,1,True,False,False
ORD0003736,2026-02-16,C004289,Pre-campaign,Existing,Organic,Sense Ride,143.8,0.0,143.8,1,True,True,False
ORD0003737,2026-02-16,C000108,Pre-campaign,Existing,Direct,Sense Ride,139.01,0.0,139.01,1,True,False,False
ORD0003738,2026-02-16,C003092,Pre-campaign,Existing,Paid Social,Sense Ride,0.0,0.0,0.0,1,True,False,True
ORD0003739,2026-02-16,C003789,Pre-campaign,Existing,Organic,Trail Apparel,0.0,86.38,86.38,1,True,False,False
ORD0003740,2026-02-16,C002653,Pre-campaign,Existing,SMS,Trail Apparel,0.0,97.28,97.28,1,True,False,False
ORD0003741,2026-02-16,C002668,Pre-campaign,Existing,Paid Search,Sense Ride,133.7,23.04,156.74,2,True,False,False
ORD0003742,2026-02-16,C004419,Pre-campaign,New,Paid Social,Sense Ride,131.56,0.0,131.56,1,True,False,False
ORD0003743,2026-02-16,C003096,Pre-campaign,Existing,Paid Search,Sense Ride,135.17,43.13,178.3,2,True,False,False
ORD0003744,2026-02-16,C000520,Pre-campaign,Existing,Email,Genesis,163.36,0.0,163.36,1,False,False,False
ORD0003745,2026-02-16,C004420,Pre-campaign,New,Direct,Sense Ride,126.4,0.0,126.4,1,True,False,False
ORD0003746,2026-02-16,C000106,Pre-campaign,Existing,Direct,Sense Ride,135.62,0.0,135.62,1,False,False,False
ORD0003747,2026-02-16,C004421,Pre-campaign,New,Paid Social,Trail Apparel,0.0,58.25,58.25,1,False,True,False
ORD0003748,2026-02-16,C003276,Pre-campaign,Existing,Email,Trail Accessories,0.0,44.28,44.28,1,False,False,False
ORD0003749,2026-02-16,C004422,Pre-campaign,New,Direct,Sense Ride,124.05,0.0,124.05,1,False,False,False
ORD0003750,2026-02-16,C004275,Pre-campaign,Existing,Paid Search,Genesis,158.13,0.0,158.13,1,True,False,False
ORD0003751,2026-02-16,C004423,Pre-campaign,New,Direct,Sense Ride,121.35,0.0,121.35,1,True,False,False
ORD0003752,2026-02-16,C004424,Pre-campaign,New,Paid Search,Sense Ride,144.49,0.0,144.49,1,True,False,False
ORD0003753,2026-02-16,C004425,Pre-campaign,New,Organic,Trail Accessories,0.0,48.59,48.59,1,True,False,False
ORD0003754,2026-02-16,C000095,Pre-campaign,Existing,Affiliate,Sense Ride,141.61,0.0,141.61,1,True,False,False
ORD0003755,2026-02-16,C000256,Pre-campaign,Existing,Email,Trail Apparel,0.0,47.02,47.02,1,False,False,False
ORD0003756,2026-02-16,C000843,Pre-campaign,Existing,Email,Speedcross,141.36,0.0,141.36,1,True,False,False
ORD0003757,2026-02-16,C003498,Pre-campaign,Existing,Email,Trail Apparel,0.0,45.83,45.83,1,False,False,False
ORD0003758,2026-02-17,C004426,Pre-campaign,New,Email,Trail Accessories,0.0,51.89,51.89,1,False,False,False
ORD0003759,2026-02-17,C000057,Pre-campaign,Existing,Email,Genesis,0.0,0.0,0.0,1,True,False,True
ORD0003760,2026-02-17,C002230,Pre-campaign,Existing,Email,Genesis,162.92,0.0,162.92,1,True,True,False
ORD0003761,2026-02-17,C004318,Pre-campaign,Existing,Email,Sense Ride,134.08,0.0,134.08,1,True,False,False
ORD0003762,2026-02-17,C001769,Pre-campaign,Existing,Direct,Sense Ride,148.67,0.0,148.67,1,True,False,False
ORD0003763,2026-02-17,C002366,Pre-campaign,Existing,Email,Sense Ride,143.17,0.0,143.17,1,True,False,False
ORD0003764,2026-02-17,C001415,Pre-campaign,Existing,Direct,Genesis,151.6,49.8,201.4,2,False,False,False
ORD0003765,2026-02-17,C004427,Pre-campaign,New,Paid Social,Sense Ride,152.04,0.0,152.04,1,True,True,False
ORD0003766,2026-02-17,C003286,Pre-campaign,Existing,Paid Social,Trail Accessories,0.0,44.14,44.14,1,True,False,False
ORD0003767,2026-02-17,C000105,Pre-campaign,Existing,Paid Social,Sense Ride,130.93,0.0,130.93,1,True,False,False
ORD0003768,2026-02-17,C002327,Pre-campaign,Existing,Direct,Speedcross,145.45,0.0,145.45,1,True,True,False
ORD0003769,2026-02-17,C000775,Pre-campaign,Existing,Direct,Sense Ride,145.72,0.0,145.72,1,False,False,False
ORD0003770,2026-02-17,C000864,Pre-campaign,Existing,Direct,Speedcross,152.61,0.0,152.61,1,False,False,False
ORD0003771,2026-02-17,C003543,Pre-campaign,Existing,Email,Trail Apparel,0.0,49.78,49.78,1,True,True,False
ORD0003772,2026-02-17,C002505,Pre-campaign,Existing,Email,Trail Apparel,0.0,116.86,116.86,1,False,False,False
ORD0003773,2026-02-17,C000144,Pre-campaign,Existing,Paid Search,Speedcross,145.04,0.0,145.04,1,False,False,False
ORD0003774,2026-02-17,C001084,Pre-campaign,Existing,Organic,Genesis,180.84,0.0,180.84,1,False,True,False
ORD0003775,2026-02-17,C004428,Pre-campaign,New,Direct,Genesis,160.23,0.0,160.23,1,False,False,False
ORD0003776,2026-02-17,C004429,Pre-campaign,New,Paid Search,Speedcross,153.36,0.0,153.36,1,False,False,False
ORD0003777,2026-02-17,C002445,Pre-campaign,Existing,Paid Search,Speedcross,161.38,0.0,161.38,1,False,False,False
ORD0003778,2026-02-17,C004430,Pre-campaign,New,Paid Social,Trail Accessories,0.0,16.77,16.77,1,True,False,False
ORD0003779,2026-02-17,C003305,Pre-campaign,Existing,Organic,Trail Apparel,0.0,48.07,48.07,1,False,True,False
ORD0003780,2026-02-17,C004431,Pre-campaign,New,Email,Trail Apparel,0.0,40.81,40.81,1,True,False,False
ORD0003781,2026-02-17,C004432,Pre-campaign,New,Paid Social,Genesis,175.66,0.0,175.66,1,False,True,False
ORD0003782,2026-02-17,C004433,Pre-campaign,New,Paid Social,Speedcross,133.23,79.89,213.13,2,False,False,False
ORD0003783,2026-02-17,C001013,Pre-campaign,Existing,Paid Search,Genesis,171.56,0.0,171.56,1,True,False,False
ORD0003784,2026-02-17,C004434,Pre-campaign,New,Organic,Trail Accessories,0.0,33.5,33.5,1,True,True,False
ORD0003785,2026-02-17,C002656,Pre-campaign,Existing,Email,Sense Ride,140.44,34.57,175.0,2,True,False,False
ORD0003786,2026-02-17,C001023,Pre-campaign,Existing,Email,Genesis,158.49,0.0,158.49,1,True,False,False
ORD0003787,2026-02-17,C001082,Pre-campaign,Existing,Organic,Sense Ride,137.02,0.0,137.02,1,False,False,False
ORD0003788,2026-02-17,C001136,Pre-campaign,Existing,SMS,Sense Ride,136.02,0.0,136.02,1,True,False,False
ORD0003789,2026-02-17,C004370,Pre-campaign,Existing,Direct,Sense Ride,149.82,0.0,149.82,1,False,True,False
ORD0003790,2026-02-17,C003521,Pre-campaign,Existing,Direct,Genesis,139.93,52.78,192.71,2,True,True,False
ORD0003791,2026-02-17,C001170,Pre-campaign,Existing,Paid Search,Trail Accessories,0.0,52.95,52.95,1,True,True,False
ORD0003792,2026-02-17,C004435,Pre-campaign,New,Paid Social,Genesis,173.38,0.0,173.38,1,True,False,False
ORD0003793,2026-02-17,C004436,Pre-campaign,New,Paid Social,Genesis,160.05,0.0,160.05,1,True,True,False
ORD0003794,2026-02-17,C001282,Pre-campaign,Existing,Paid Search,Sense Ride,135.59,0.0,135.59,1,False,False,False
ORD0003795,2026-02-17,C002161,Pre-campaign,Existing,Email,Trail Accessories,0.0,29.86,29.86,1,True,False,False
ORD0003796,2026-02-17,C000114,Pre-campaign,Existing,Direct,Speedcross,160.0,0.0,160.0,1,False,True,False
ORD0003797,2026-02-17,C000740,Pre-campaign,Existing,Direct,Genesis,147.24,0.0,147.24,1,False,True,False
ORD0003798,2026-02-17,C000250,Pre-campaign,Existing,Email,Trail Accessories,0.0,44.07,44.07,1,True,False,False
ORD0003799,2026-02-17,C002453,Pre-campaign,Existing,Paid Social,Trail Accessories,0.0,36.93,36.93,1,True,False,False
ORD0003800,2026-02-17,C002782,Pre-campaign,Existing,Direct,Trail Apparel,0.0,67.2,67.2,1,True,False,False
ORD0003801,2026-02-17,C002330,Pre-campaign,Existing,SMS,Speedcross,163.45,0.0,163.45,1,False,False,False
ORD0003802,2026-02-17,C000394,Pre-campaign,Existing,Organic,Trail Apparel,0.0,89.59,89.59,1,True,False,False
ORD0003803,2026-02-17,C004437,Pre-campaign,New,Paid Search,Sense Ride,0.0,0.0,0.0,1,False,False,True
ORD0003804,2026-02-17,C004251,Pre-campaign,Existing,Organic,Sense Ride,134.49,0.0,134.49,1,False,False,False
ORD0003805,2026-02-17,C001311,Pre-campaign,Existing,Organic,Genesis,158.95,0.0,158.95,1,False,True,False
ORD0003806,2026-02-17,C001022,Pre-campaign,Existing,Email,Sense Ride,130.6,86.04,216.64,2,False,False,False
ORD0003807,2026-02-17,C002186,Pre-campaign,Existing,Organic,Speedcross,146.15,0.0,146.15,1,True,False,False
ORD0003808,2026-02-17,C003296,Pre-campaign,Existing,Organic,Sense Ride,141.57,62.31,203.88,2,True,False,False
ORD0003809,2026-02-17,C000508,Pre-campaign,Existing,Email,Speedcross,148.27,0.0,148.27,1,True,True,False
ORD0003810,2026-02-17,C004438,Pre-campaign,New,Paid Social,Speedcross,150.24,0.0,150.24,1,True,True,False
ORD0003811,2026-02-17,C002108,Pre-campaign,Existing,Direct,Sense Ride,158.4,0.0,158.4,1,True,True,False
ORD0003812,2026-02-17,C004439,Pre-campaign,New,Paid Social,Speedcross,131.48,0.0,131.48,1,True,True,False
ORD0003813,2026-02-17,C002870,Pre-campaign,Existing,Email,Genesis,130.95,0.0,130.95,1,True,True,False
ORD0003814,2026-02-17,C002322,Pre-campaign,Existing,Paid Search,Speedcross,149.01,0.0,149.01,1,True,False,False
ORD0003815,2026-02-17,C000826,Pre-campaign,Existing,Email,Trail Accessories,0.0,50.72,50.72,1,False,False,False
ORD0003816,2026-02-17,C000636,Pre-campaign,Existing,Paid Search,Sense Ride,141.94,0.0,141.94,1,True,False,False
ORD0003817,2026-02-17,C003068,Pre-campaign,Existing,Direct,Trail Accessories,0.0,34.06,34.06,1,False,False,False
ORD0003818,2026-02-17,C001313,Pre-campaign,Existing,Email,Sense Ride,126.92,0.0,126.92,1,False,True,False
ORD0003819,2026-02-17,C004440,Pre-campaign,New,Paid Social,Sense Ride,144.71,0.0,144.71,1,True,False,False
ORD0003820,2026-02-17,C000779,Pre-campaign,Existing,Email,Speedcross,0.0,0.0,0.0,1,True,False,True
ORD0003821,2026-02-17,C000025,Pre-campaign,Existing,Paid Search,Genesis,167.33,0.0,167.33,1,True,True,False
ORD0003822,2026-02-17,C004441,Pre-campaign,New,Paid Search,Sense Ride,147.0,0.0,147.0,1,False,True,False
ORD0003823,2026-02-17,C004442,Pre-campaign,New,Paid Search,Trail Apparel,0.0,82.18,82.18,1,False,False,False
ORD0003824,2026-02-17,C004443,Pre-campaign,New,Direct,Speedcross,157.18,50.22,207.4,2,False,False,False
ORD0003825,2026-02-17,C004444,Pre-campaign,New,Paid Search,Trail Apparel,0.0,34.36,34.36,1,True,False,False
ORD0003826,2026-02-17,C004445,Pre-campaign,New,Paid Social,Sense Ride,0.0,0.0,0.0,1,True,False,True
ORD0003827,2026-02-17,C002712,Pre-campaign,Existing,Affiliate,Genesis,162.18,0.0,162.18,1,True,False,False
ORD0003828,2026-02-17,C001433,Pre-campaign,Existing,Paid Social,Sense Ride,118.89,0.0,118.89,1,False,False,False
ORD0003829,2026-02-17,C003201,Pre-campaign,Existing,Email,Sense Ride,118.24,0.0,118.24,1,True,True,False
ORD0003830,2026-02-17,C001921,Pre-campaign,Existing,Direct,Sense Ride,140.91,61.5,202.41,2,False,True,False
ORD0003831,2026-02-17,C004446,Pre-campaign,New,Organic,Speedcross,145.26,0.0,145.26,1,False,True,False
ORD0003832,2026-02-17,C002899,Pre-campaign,Existing,Email,Trail Apparel,0.0,0.0,0.0,1,True,False,True
ORD0003833,2026-02-17,C000304,Pre-campaign,Existing,Email,Speedcross,154.31,0.0,154.31,1,False,False,False
ORD0003834,2026-02-17,C002913,Pre-campaign,Existing,Direct,Trail Accessories,0.0,58.1,58.1,1,True,False,False
ORD0003835,2026-02-17,C003806,Pre-campaign,Existing,SMS,Trail Accessories,0.0,50.29,50.29,1,True,False,False
ORD0003836,2026-02-17,C004447,Pre-campaign,New,Paid Social,Speedcross,155.58,0.0,155.58,1,True,True,False
ORD0003837,2026-02-17,C004448,Pre-campaign,New,Paid Social,Genesis,125.96,0.0,125.96,1,False,False,False
ORD0003838,2026-02-17,C000755,Pre-campaign,Existing,Email,Speedcross,136.47,0.0,136.47,1,False,True,False
ORD0003839,2026-02-17,C000716,Pre-campaign,Existing,Organic,Trail Apparel,0.0,62.49,62.49,1,True,False,False
ORD0003840,2026-02-17,C004449,Pre-campaign,New,Paid Search,Speedcross,156.82,0.0,156.82,1,False,False,False
ORD0003841,2026-02-17,C002916,Pre-campaign,Existing,Direct,Sense Ride,144.69,0.0,144.69,1,True,False,False
ORD0003842,2026-02-17,C001534,Pre-campaign,Existing,Direct,Trail Apparel,0.0,74.02,74.02,1,True,False,False
ORD0003843,2026-02-17,C001153,Pre-campaign,Existing,Paid Social,Genesis,163.26,0.0,163.26,1,True,False,False
ORD0003844,2026-02-17,C000092,Pre-campaign,Existing,Email,Genesis,149.34,0.0,149.34,1,False,False,False
ORD0003845,2026-02-17,C002922,Pre-campaign,Existing,Organic,Trail Apparel,0.0,73.14,73.14,1,True,False,False
ORD0003846,2026-02-17,C003130,Pre-campaign,Existing,Email,Speedcross,167.16,0.0,167.16,1,False,False,False
ORD0003847,2026-02-18,C000721,Pre-campaign,Existing,Email,Genesis,156.83,0.0,156.83,1,False,False,False
ORD0003848,2026-02-18,C002449,Pre-campaign,Existing,Direct,Sense Ride,140.21,0.0,140.21,1,True,False,False
ORD0003849,2026-02-18,C004450,Pre-campaign,New,Email,Speedcross,136.66,0.0,136.66,1,True,False,False
ORD0003850,2026-02-18,C001511,Pre-campaign,Existing,Paid Search,Speedcross,146.69,37.71,184.4,2,False,False,False
ORD0003851,2026-02-18,C001572,Pre-campaign,Existing,Direct,Sense Ride,142.48,0.0,142.48,1,True,False,False
ORD0003852,2026-02-18,C003799,Pre-campaign,Existing,Email,Genesis,148.86,36.69,185.56,2,True,True,False
ORD0003853,2026-02-18,C002091,Pre-campaign,Existing,Paid Search,Trail Accessories,0.0,58.73,58.73,1,False,True,False
ORD0003854,2026-02-18,C001552,Pre-campaign,Existing,Direct,Speedcross,151.4,74.69,226.09,2,False,True,False
ORD0003855,2026-02-18,C004089,Pre-campaign,Existing,Email,Trail Apparel,0.0,70.88,70.88,1,True,True,False
ORD0003856,2026-02-18,C004451,Pre-campaign,New,Paid Social,Genesis,169.2,0.0,169.2,1,True,True,False
ORD0003857,2026-02-18,C003730,Pre-campaign,Existing,Direct,Genesis,158.56,0.0,158.56,1,False,False,False
ORD0003858,2026-02-18,C002243,Pre-campaign,Existing,Direct,Sense Ride,114.52,0.0,114.52,1,True,False,False
ORD0003859,2026-02-18,C004452,Pre-campaign,New,SMS,Genesis,159.33,0.0,159.33,1,True,False,False
ORD0003860,2026-02-18,C000227,Pre-campaign,Existing,Affiliate,Speedcross,160.56,0.0,160.56,1,False,False,False
ORD0003861,2026-02-18,C000900,Pre-campaign,Existing,SMS,Sense Ride,0.0,58.04,58.04,2,False,False,True
ORD0003862,2026-02-18,C000707,Pre-campaign,Existing,SMS,Speedcross,0.0,0.0,0.0,1,True,False,True
ORD0003863,2026-02-18,C003491,Pre-campaign,Existing,Email,Speedcross,163.3,0.0,163.3,1,False,False,False
ORD0003864,2026-02-18,C004237,Pre-campaign,Existing,Email,Sense Ride,135.67,0.0,135.67,1,False,False,False
ORD0003865,2026-02-18,C001461,Pre-campaign,Existing,Direct,Speedcross,155.89,0.0,155.89,1,True,False,False
ORD0003866,2026-02-18,C003022,Pre-campaign,Existing,Email,Speedcross,0.0,0.0,0.0,1,False,False,True
ORD0003867,2026-02-18,C004453,Pre-campaign,New,Paid Social,Speedcross,148.71,0.0,148.71,1,True,True,False
ORD0003868,2026-02-18,C000438,Pre-campaign,Existing,Email,Speedcross,145.75,0.0,145.75,1,True,False,False
ORD0003869,2026-02-18,C004454,Pre-campaign,New,Paid Social,Speedcross,127.61,0.0,127.61,1,True,False,False
ORD0003870,2026-02-18,C004211,Pre-campaign,Existing,Paid Search,Sense Ride,135.27,0.0,135.27,1,False,False,False
ORD0003871,2026-02-18,C004455,Pre-campaign,New,Paid Social,Genesis,139.67,0.0,139.67,1,True,False,False
ORD0003872,2026-02-18,C002224,Pre-campaign,Existing,Paid Search,Speedcross,147.46,0.0,147.46,1,False,True,False
ORD0003873,2026-02-18,C003644,Pre-campaign,Existing,Paid Search,Genesis,186.93,0.0,186.93,1,False,False,False
ORD0003874,2026-02-18,C001381,Pre-campaign,Existing,Direct,Genesis,159.08,0.0,159.08,1,False,False,False
ORD0003875,2026-02-18,C004348,Pre-campaign,Existing,Email,Sense Ride,151.36,0.0,151.36,1,False,False,False
ORD0003876,2026-02-18,C003748,Pre-campaign,Existing,Email,Sense Ride,156.74,0.0,156.74,1,True,True,False
ORD0003877,2026-02-18,C003521,Pre-campaign,Existing,Direct,Speedcross,156.98,0.0,156.98,1,False,False,False
ORD0003878,2026-02-18,C004456,Pre-campaign,New,Paid Social,Speedcross,111.51,0.0,111.51,1,True,False,False
ORD0003879,2026-02-18,C004375,Pre-campaign,Existing,Organic,Sense Ride,0.0,0.0,0.0,1,True,False,True
ORD0003880,2026-02-18,C004421,Pre-campaign,Existing,SMS,Sense Ride,156.13,0.0,156.13,1,True,True,False
ORD0003881,2026-02-18,C002190,Pre-campaign,Existing,Email,Sense Ride,134.08,0.0,134.08,1,True,False,False
ORD0003882,2026-02-18,C002645,Pre-campaign,Existing,Email,Speedcross,0.0,0.0,0.0,1,False,False,True
ORD0003883,2026-02-18,C003816,Pre-campaign,Existing,Email,Speedcross,139.94,88.51,228.45,3,False,False,False
ORD0003884,2026-02-18,C001729,Pre-campaign,Existing,Email,Sense Ride,143.49,0.0,143.49,1,False,False,False
ORD0003885,2026-02-18,C000769,Pre-campaign,Existing,Direct,Speedcross,144.27,0.0,144.27,1,False,True,False
ORD0003886,2026-02-18,C000611,Pre-campaign,Existing,Email,Trail Apparel,0.0,72.88,72.88,1,False,False,False
ORD0003887,2026-02-18,C002299,Pre-campaign,Existing,Email,Sense Ride,131.69,47.59,179.28,2,True,False,False
ORD0003888,2026-02-18,C000287,Pre-campaign,Existing,Direct,Sense Ride,140.14,0.0,140.14,1,False,False,False
ORD0003889,2026-02-18,C002372,Pre-campaign,Existing,Direct,Genesis,149.85,0.0,149.85,1,True,False,False
ORD0003890,2026-02-18,C004457,Pre-campaign,New,Direct,Genesis,171.93,74.88,246.81,2,True,False,False
ORD0003891,2026-02-18,C000009,Pre-campaign,Existing,Organic,Trail Accessories,0.0,38.21,38.21,1,True,True,False
ORD0003892,2026-02-18,C004458,Pre-campaign,New,Paid Social,Sense Ride,122.73,0.0,122.73,1,True,False,False
ORD0003893,2026-02-18,C000828,Pre-campaign,Existing,Organic,Speedcross,132.23,0.0,132.23,1,True,False,False
ORD0003894,2026-02-18,C004459,Pre-campaign,New,Paid Social,Sense Ride,143.6,79.0,222.6,2,True,False,False
ORD0003895,2026-02-18,C003181,Pre-campaign,Existing,SMS,Sense Ride,140.61,0.0,140.61,1,False,False,False
ORD0003896,2026-02-18,C004460,Pre-campaign,New,Affiliate,Trail Apparel,0.0,51.73,51.73,1,True,True,False
